case,iteration,objective,objective_error,growth_residual,absolute_growth_residual,selected_growth,max_growth,q,shat,temperature_gradient,density_gradient
C,9.3000000000000000e+01,7.7284015742660715e-03,7.7284015742660715e-03,-1.2432539221145511e-01,1.2432539221145511e-01,-3.5571331858204047e-01,-1.2432539221145511e-01,1.4658586710203290e+00,7.5821623066427146e-01,2.2999986337896008e+00,7.0000330504029884e-01
C,9.4000000000000000e+01,7.0266655813860110e-03,7.0266655813860110e-03,-1.1854674674056653e-01,1.1854674674056653e-01,-3.5403420160262655e-01,-1.1854674674056653e-01,1.4659645562102639e+00,7.5828968775510863e-01,2.2999986190246586e+00,7.0000333273885407e-01
C,9.5000000000000000e+01,6.3669030961459620e-03,6.3669030961459620e-03,-1.1284416773715833e-01,1.1284416773715833e-01,-3.5237036252411258e-01,-1.1284416773715833e-01,1.4660662298033047e+00,7.5836032984036206e-01,2.2999986046647090e+00,7.0000335946052139e-01
C,9.6000000000000000e+01,5.7497868064394159e-03,5.7497868064394159e-03,-1.0723606488900472e-01,1.0723606488900472e-01,-3.5072679528962425e-01,-1.0723606488900472e-01,1.4661636514129475e+00,7.5842809501263619e-01,2.2999985907294436e+00,7.0000338518577676e-01
C,9.7000000000000000e+01,5.1755158176477380e-03,5.1755158176477380e-03,-1.0174001983140890e-01,1.0174001983140890e-01,-3.4910836939356926e-01,-1.0174001983140890e-01,1.4662568014022086e+00,7.5849293958821673e-01,2.2999985772362761e+00,7.0000340990019350e-01
C,9.8000000000000000e+01,4.6438260423314172e-03,4.6438260423314172e-03,-9.6372465386451722e-02,9.6372465386451722e-02,-3.4751974703830513e-01,-9.6372465386451722e-02,1.4663456812760369e+00,7.5855483858679251e-01,2.2999985642001026e+00,7.0000343359461314e-01
C,9.9000000000000000e+01,4.1540154213951155e-03,4.1540154213951155e-03,-9.1148400110974137e-02,9.1148400110974137e-02,-3.4596530559474203e-01,-9.1148400110974137e-02,1.4664303135970331e+00,7.5861378575533855e-01,2.2999985516331130e+00,7.0000345626520577e-01
C,1.0000000000000000e+02,3.7049822290765120e-03,3.7049822290765120e-03,-8.6081150423034103e-02,8.6081150423034103e-02,-3.4444906856663238e-01,-8.6081150423034103e-02,1.4665107414288172e+00,7.5866979314175587e-01,2.2999985395446663e+00,7.0000347791341733e-01
C,1.0100000000000000e+02,3.2952739389998445e-03,3.2952739389998445e-03,-8.1182189413686601e-02,8.1182189413686601e-02,-3.4297464773680453e-01,-8.1182189413686601e-02,1.4665870273355757e+00,7.5872289024766126e-01,2.2999985279412272e+00,7.0000349854580923e-01
C,1.0200000000000000e+02,2.9231436108227244e-03,2.9231436108227244e-03,-7.6461017660278685e-02,7.6461017660278685e-02,-3.4154519845310816e-01,-7.6461017660278685e-02,1.4666592519879673e+00,7.5877312281064191e-01,2.2999985168263688e+00,7.0000351817379869e-01
C,1.0300000000000000e+02,2.5866105338486676e-03,2.5866105338486676e-03,-7.1925107352699413e-02,7.1925107352699413e-02,-3.4016338918307909e-01,-7.1925107352699413e-02,1.4667275124428378e+00,7.5882055128254666e-01,2.2999985062008368e+00,7.0000353681331351e-01
C,1.0400000000000000e+02,2.2835219312265301e-03,2.2835219312265301e-03,-6.7579907239156967e-02,6.7579907239156967e-02,-3.3883138560240056e-01,-6.7579907239156967e-02,1.4667919201758088e+00,7.5886524908084074e-01,2.2999984960626687e+00,7.0000355448437745e-01
C,1.0500000000000000e+02,2.0116128458315913e-03,2.0116128458315913e-03,-6.3428902652207242e-02,6.3428902652207242e-02,-3.3755084867568286e-01,-6.3428902652207242e-02,1.4668525989512364e+00,7.5890730069429024e-01,2.2999984864073633e+00,7.0000357121064438e-01
C,1.0600000000000000e+02,1.7685618295434189e-03,1.7685618295434189e-03,-5.9473722425007480e-02,5.9473722425007480e-02,-3.3632294550454134e-01,-5.9473722425007480e-02,1.4669096826134445e+00,7.5894679972260604e-01,2.2999984772280864e+00,7.0000358701889998e-01
C,1.0700000000000000e+02,1.5520406643398097e-03,1.5520406643398097e-03,-5.5714282986318864e-02,5.5714282986318864e-02,-3.3514837119592578e-01,-5.5714282986318864e-02,1.4669633128773218e+00,7.5898384692306464e-01,2.2999984685159083e+00,7.0000360193854927e-01
C,1.0800000000000000e+02,1.3597569787331544e-03,1.3597569787331544e-03,-5.2148959313358390e-02,5.2148959313358390e-02,-3.3402737967960228e-01,-5.2148959313358390e-02,1.4670136371865319e+00,7.5901854832682969e-01,2.2999984602600576e+00,7.0000361600110594e-01
C,1.0900000000000000e+02,1.1894892223077264e-03,1.1894892223077264e-03,-4.8774772624948781e-02,4.8774772624948781e-02,-3.3295982125802759e-01,-4.8774772624948781e-02,1.4670608066951343e+00,7.5905101347517112e-01,2.2999984524481860e+00,7.0000362923969794e-01
C,1.1000000000000000e+02,1.0391139779054490e-03,1.0391139779054490e-03,-4.5587585544870635e-02,4.5587585544870635e-02,-3.3194518469419343e-01,-4.5587585544870635e-02,1.4671049744147622e+00,7.5908135381239950e-01,2.2999984450666324e+00,7.0000364168860041e-01
C,1.1100000000000000e+02,9.0662599815533225e-04,9.0662599815533225e-04,-4.2582296747717407e-02,4.2582296747717407e-02,-3.3098264179791670e-01,-4.2582296747717407e-02,1.4671462935558797e+00,7.5910968125929457e-01,2.2999984381006819e+00,7.0000365338280479e-01
C,1.1200000000000000e+02,7.9015164247947739e-04,7.9015164247947739e-04,-3.9753028626243747e-02,3.9753028626243747e-02,-3.3007109271459001e-01,-3.9753028626243747e-02,1.4671849160790280e+00,7.5913610697899181e-01,2.2999984315348092e+00,7.0000366435762995e-01
C,1.1300000000000000e+02,6.8795656766402233e-04,6.8795656766402233e-04,-3.7093303106194853e-02,3.7093303106194853e-02,-3.2920921042172147e-01,-3.7093303106194853e-02,1.4672209914610188e+00,7.5916074033727221e-01,2.2999984253529084e+00,7.0000367464837787e-01
C,1.1400000000000000e+02,5.9844860527244112e-04,5.9844860527244112e-04,-3.4596202256098607e-02,3.4596202256098607e-02,-3.2839548325758194e-01,-3.4596202256098607e-02,1.4672546656721042e+00,7.5918368805124825e-01,2.2999984195384990e+00,7.0000368429003601e-01
C,1.1500000000000000e+02,5.2017676231409229e-04,5.2017676231409229e-04,-3.2254511694151944e-02,3.2254511694151944e-02,-3.2762825461758460e-01,-3.2254511694151944e-02,1.4672860803533545e+00,7.5920505351458079e-01,2.2999984140749139e+00,7.0000369331702494e-01
C,1.1600000000000000e+02,4.5182722913381351e-04,4.5182722913381351e-04,-3.0060845933999047e-02,3.0060845933999047e-02,-3.2690575924259058e-01,-3.0060845933999047e-02,1.4673153721787044e+00,7.5922493628344756e-01,2.2999984089454610e+00,7.0000370176298909e-01
C,1.1700000000000000e+02,3.9221719012069543e-04,3.9221719012069543e-04,-2.8007755715897531e-02,2.8007755715897531e-02,-3.2622615576758385e-01,-2.8007755715897531e-02,1.4673426723831657e+00,7.5924343170525288e-01,2.2999984041335657e+00,7.0000370966062864e-01
C,1.1800000000000000e+02,3.4028712510632666e-04,3.4028712510632666e-04,-2.6087818042386246e-02,2.6087818042386246e-02,-3.2558755540761375e-01,-2.6087818042386246e-02,1.4673681064372612e+00,7.5926063067120753e-01,2.2999983996228885e+00,7.0000371704156761e-01
C,1.1900000000000000e+02,2.9509217530956005e-04,2.9509217530956005e-04,-2.4293710104039690e-02,2.4293710104039690e-02,-3.2498804681528881e-01,-2.4293710104039690e-02,1.4673917938474805e+00,7.5927661947409297e-01,2.2999983953974250e+00,7.0000372393625510e-01
C,1.2000000000000000e+02,2.5579303653917764e-04,2.5579303653917764e-04,-2.2618268569418731e-02,2.2618268569418731e-02,-3.2442571726409852e-01,-2.2618268569418731e-02,1.4674138480631940e+00,7.5929147975346267e-01,2.2999983914415862e+00,7.0000373037389552e-01
C,1.2100000000000000e+02,2.2164674011871933e-04,2.2164674011871933e-04,-2.1054535858988643e-02,2.1054535858988643e-02,-3.2389867039372966e-01,-2.1054535858988643e-02,1.4674343764717144e+00,7.5930528851195445e-01,2.2999983877402617e+00,7.0000373638240343e-01
C,1.2200000000000000e+02,1.9199759198697836e-04,1.9199759198697836e-04,-1.9595795058480192e-02,1.9595795058480192e-02,-3.2340504080705657e-01,-1.9595795058480192e-02,1.4674534804648227e+00,7.5931811818809369e-01,2.2999983842788674e+00,7.0000374198838011e-01
C,1.2300000000000000e+02,1.6626846407112865e-04,1.6626846407112865e-04,-1.8235595086046885e-02,1.8235595086046885e-02,-3.2294300583246560e-01,-1.8235595086046885e-02,1.4674712555619063e+00,7.5933003677278144e-01,2.2999983810433817e+00,7.0000374721710723e-01
C,1.2400000000000000e+02,1.4395256914504371e-04,1.4395256914504371e-04,-1.6967767628361941e-02,1.6967767628361941e-02,-3.2251079477578770e-01,-1.6967767628361941e-02,1.4674877915767421e+00,7.5934110795847309e-01,2.2999983780203688e+00,7.0000375209255561e-01
C,1.2500000000000000e+02,1.2460580029271737e-04,1.2460580029271737e-04,-1.5786437235343342e-02,1.5786437235343342e-02,-3.2210669597958486e-01,-1.5786437235343342e-02,1.4675031728168031e+00,7.5935139131177631e-01,2.2999983751969926e+00,7.0000375663740522e-01
C,1.2600000000000000e+02,1.0783967711033335e-04,1.0783967711033335e-04,-1.4686025814381054e-02,1.4686025814381054e-02,-3.2172906199123830e-01,-1.4686025814381054e-02,1.4675174783056961e+00,7.5936094246178187e-01,2.2999983725610225e+00,7.0000376087307503e-01
C,1.2700000000000000e+02,9.3314911508673331e-05,9.3314911508673331e-05,-1.3661252615237984e-02,1.3661252615237984e-02,-3.2137631312108006e-01,-1.3661252615237984e-02,1.4675307820209309e+00,7.5936981329786157e-01,2.2999983701008322e+00,7.0000376481975957e-01
C,1.2800000000000000e+02,8.0735584676142901e-05,8.0735584676142901e-05,-1.2707130649847187e-02,1.2707130649847187e-02,-3.2104693964414288e-01,-1.2707130649847187e-02,1.4675431531406273e+00,7.5937805217190835e-01,2.2999983678053937e+00,7.0000376849647117e-01
C,1.2900000000000000e+02,6.9843911887496017e-05,6.9843911887496017e-05,-1.1818960350851171e-02,1.1818960350851171e-02,-3.2073950287623276e-01,-1.1818960350851171e-02,1.4675546562940127e+00,7.5938570410106665e-01,2.2999983656642664e+00,7.0000377192108587e-01
C,1.3000000000000000e+02,6.0415562094104900e-05,6.0415562094104900e-05,-1.0992321146519046e-02,1.0992321146519046e-02,-3.2045263532358703e-01,-1.0992321146519046e-02,1.4675653518116256e+00,7.5939281096790145e-01,2.2999983636675818e+00,7.0000377511039191e-01
C,1.3100000000000000e+02,5.2255493375775957e-05,5.2255493375775957e-05,-1.0223061515590715e-02,1.0223061515590715e-02,-3.2018504008481941e-01,-1.0223061515590715e-02,1.4675752959720498e+00,7.5939941171571312e-01,2.2999983618060269e+00,7.0000377808013992e-01
C,1.3200000000000000e+02,4.5194262416234868e-05,4.5194262416234868e-05,-9.5072879851443304e-03,9.5072879851443304e-03,-3.1993548965481011e-01,-9.5072879851443304e-03,1.4675845412427637e+00,7.5940554253732317e-01,2.2999983600708247e+00,7.0000378084509329e-01
C,1.3300000000000000e+02,3.9084765400817407e-05,3.9084765400817407e-05,-8.8413534485187739e-03,8.8413534485187739e-03,-3.1970282426247998e-01,-8.8413534485187739e-03,1.4675931365133181e+00,7.5941123705616143e-01,2.2999983584537134e+00,7.0000378341907910e-01
C,1.3400000000000000e+02,3.3799368469001397e-05,3.3799368469001397e-05,-8.2218451054494324e-03,8.2218451054494324e-03,-3.1948594985196088e-01,-8.2218451054494324e-03,1.4676011273195737e+00,7.5941652649888935e-01,2.2999983569469249e+00,7.0000378581503786e-01
C,1.3500000000000000e+02,2.9227387626123568e-05,2.9227387626123568e-05,-7.6455722645363267e-03,7.6455722645363267e-03,-3.1928383579988839e-01,-7.6455722645363267e-03,1.4676085560581456e+00,7.5942143985911337e-01,2.2999983555431620e+00,7.0000378804507291e-01
C,1.3600000000000000e+02,2.5272880433126440e-05,2.5272880433126440e-05,-7.1095541960275455e-03,7.1095541960275455e-03,-3.1909551244635459e-01,-7.1095541960275455e-03,1.4676154621905355e+00,7.5942600405199145e-01,2.2999983542355764e+00,7.0000379012049785e-01
C,1.3700000000000000e+02,2.1852714561585314e-05,2.1852714561585314e-05,-6.6110081775150320e-03,6.6110081775150320e-03,-3.1892006850324783e-01,-6.6110081775150320e-03,1.4676218824367013e+00,7.5943024405972770e-01,2.2999983530177466e+00,7.0000379205188257e-01
C,1.3800000000000000e+02,1.8894881275457428e-05,1.8894881275457428e-05,-6.1473378425880298e-03,6.1473378425880298e-03,-3.1875664839216000e-01,-6.1473378425880298e-03,1.4676278509580112e+00,7.5943418306809229e-01,2.2999983518836546e+00,7.0000379384909772e-01
C,1.3900000000000000e+02,1.6337024845142917e-05,1.6337024845142917e-05,-5.7161219100265726e-03,5.7161219100265726e-03,-3.1860444955489342e-01,-5.7161219100265726e-03,1.4676333995296964e+00,7.5943784259421032e-01,2.2999983508276656e+00,7.0000379552135716e-01
C,1.4000000000000000e+02,1.4125161810713735e-05,1.4125161810713735e-05,-5.3151033500231648e-03,5.3151033500231648e-03,-3.1846271976947449e-01,-5.3151033500231648e-03,1.4676385577030284e+00,7.5944124260593671e-01,2.2999983498445062e+00,7.0000379707725857e-01
C,1.4100000000000000e+02,1.2212566752100914e-05,1.2212566752100914e-05,-4.9421790238923791e-03,4.9421790238923791e-03,-3.1833075450018455e-01,-4.9421790238923791e-03,1.4676433529575352e+00,7.5944440163318527e-01,2.2999983489292433e+00,7.0000379852482186e-01
C,1.4200000000000000e+02,1.0558803792375730e-05,1.0558803792375730e-05,-4.5953898185846498e-03,4.5953898185846498e-03,-3.1820789430110352e-01,-4.5953898185846498e-03,1.4676478108436350e+00,7.5944733687161148e-01,2.2999983480772652e+00,7.0000379987152606e-01
C,1.4300000000000000e+02,9.1288854333615331e-06,9.1288854333615331e-06,-4.2729112870176778e-03,4.2729112870176778e-03,-3.1809352228995280e-01,-4.2729112870176778e-03,1.4676519551161007e+00,7.5945006427906359e-01,2.2999983472842622e+00,7.0000380112434346e-01
C,1.4400000000000000e+02,7.8925424672258819e-06,7.8925424672258819e-06,-3.9730447939145819e-03,3.9730447939145819e-03,-3.1798706170476088e-01,-3.9730447939145819e-03,1.4676558078587993e+00,7.5945259866522552e-01,2.2999983465462090e+00,7.0000380228977299e-01
C,1.4500000000000000e+02,6.8235906676050792e-06,6.8235906676050792e-06,-3.6942091623526352e-03,3.6942091623526352e-03,-3.1788797355032372e-01,-3.6942091623526352e-03,1.4676593896011600e+00,7.5945495377486738e-01,2.2999983458593465e+00,7.0000380337387047e-01
C,1.4600000000000000e+02,5.8993817012828381e-06,5.8993817012828381e-06,-3.4349328090321762e-03,3.4349328090321762e-03,-3.1779575434200957e-01,-3.4349328090321762e-03,1.4676627194268266e+00,7.5945714236511497e-01,2.2999983452201658e+00,7.0000380438227827e-01
C,1.4700000000000000e+02,5.1003272635343249e-06,5.1003272635343249e-06,-3.1938463530778449e-03,3.1938463530778449e-03,-3.1770993394935054e-01,-3.1938463530778449e-03,1.4676658150749475e+00,7.5945917627713322e-01,2.2999983446253931e+00,7.0000380532025219e-01
C,1.4800000000000000e+02,4.4094868275597622e-06,4.4094868275597622e-06,-2.9696756818076153e-03,2.9696756818076153e-03,-3.1763007354133066e-01,-2.9696756818076153e-03,1.4676686930345455e+00,7.5946106650260281e-01,2.2999983440719736e+00,7.0000380619268743e-01
C,1.4900000000000000e+02,3.8122106129535915e-06,3.8122106129535915e-06,-2.7612354528194771e-03,2.7612354528194771e-03,-3.1755576363399207e-01,-2.7612354528194771e-03,1.4676713686323959e+00,7.5946282324535186e-01,2.2999983435570588e+00,7.0000380700414244e-01
C,1.5000000000000000e+02,3.2958304616466170e-06,3.2958304616466170e-06,-2.5674230121452979e-03,2.5674230121452979e-03,-3.1748662223942681e-01,-2.5674230121452979e-03,1.4676738561148261e+00,7.5946445597848411e-01,2.2999983430779927e+00,7.0000380775886184e-01
C,1.5100000000000000e+02,2.8493922568288298e-06,2.8493922568288298e-06,-2.3872127080881711e-03,2.3872127080881711e-03,-3.1742229311366721e-01,-2.3872127080881711e-03,1.4676761687238300e+00,7.5946597349732492e-01,2.2999983426322985e+00,7.0000380846079735e-01
C,1.5200000000000000e+02,2.4634243448123586e-06,2.4634243448123586e-06,-2.2196505782723364e-03,2.2196505782723364e-03,-3.1736244410223158e-01,-2.2196505782723364e-03,1.4676783187678706e+00,7.5946738396848845e-01,2.2999983422176689e+00,7.0000380911362758e-01
C,1.5300000000000000e+02,2.1297371521399978e-06,2.1297371521399978e-06,-2.0638493899216570e-03,2.0638493899216570e-03,-3.1730676557941706e-01,-2.0638493899216570e-03,1.4676803176877300e+00,7.5946869497534686e-01,2.2999983418319530e+00,7.0000380972077680e-01
C,1.5400000000000000e+02,1.8412498202751135e-06,1.8412498202751135e-06,-1.9189840125832802e-03,1.9189840125832802e-03,-3.1725496897823113e-01,-1.9189840125832802e-03,1.4676821761177357e+00,7.5946991356016658e-01,2.2999983414731471e+00,7.0000381028543202e-01
C,1.5500000000000000e+02,1.5918402317803521e-06,1.5918402317803521e-06,-1.7842871023354689e-03,1.7842871023354689e-03,-3.1720678540776426e-01,-1.7842871023354689e-03,1.4676839039426839e+00,7.5947104626315642e-01,2.2999983411393843e+00,7.0000381081055918e-01
C,1.5600000000000000e+02,1.3762152887807308e-06,1.3762152887807308e-06,-1.6590450800268997e-03,1.6590450800268997e-03,-3.1716196435342958e-01,-1.6590450800268997e-03,1.4676855103507533e+00,7.5947209915865566e-01,2.2999983408289264e+00,7.0000381129891853e-01
C,1.5700000000000000e+02,1.1897987154841462e-06,1.1897987154841462e-06,-1.5425943831637312e-03,1.5425943831637312e-03,-3.1712027245731633e-01,-1.5425943831637312e-03,1.4676870038826866e+00,7.5947307788867446e-01,2.2999983405401538e+00,7.0000381175307858e-01
C,1.5800000000000000e+02,1.0286340270413857e-06,1.0286340270413857e-06,-1.4343179752351887e-03,1.4343179752351887e-03,-3.1708149237381633e-01,-1.4343179752351887e-03,1.4676883924775004e+00,7.5947398769398222e-01,2.2999983402715585e+00,7.0000381217542906e-01
C,1.5900000000000000e+02,8.8930061881127706e-07,8.8930061881127706e-07,-1.3336420950249561e-03,1.3336420950249561e-03,-3.1704542169701533e-01,-1.3336420950249561e-03,1.4676896835149669e+00,7.5947483344292688e-01,2.2999983400217370e+00,7.0000381256819355e-01
C,1.6000000000000000e+02,7.6884120664559446e-07,7.6884120664559446e-07,-1.2400332307205275e-03,1.2400332307205275e-03,-3.1701187195616320e-01,-1.2400332307205275e-03,1.4676908838550908e+00,7.5947561965815302e-01,2.2999983397893820e+00,7.0000381293344083e-01
C,1.6100000000000000e+02,6.6469908438264430e-07,6.6469908438264430e-07,-1.1529953030109397e-03,1.1529953030109397e-03,-3.1698066767558153e-01,-1.1529953030109397e-03,1.4676919998747966e+00,7.5947635054137463e-01,2.2999983395732766e+00,7.0000381327309558e-01
C,1.6200000000000000e+02,5.7466387354052127e-07,5.7466387354052127e-07,-1.0720670441166646e-03,1.0720670441166646e-03,-3.1695164549492283e-01,-1.0720670441166646e-03,1.4676930375020196e+00,7.5947702999634736e-01,2.2999983393722880e+00,7.0000381358894825e-01
C,1.6300000000000000e+02,4.9682461641035060e-07,4.9682461641035060e-07,-9.9681955880726036e-04,9.9681955880726036e-04,-3.1692465334667297e-01,-9.9681955880726036e-04,1.4676940022473866e+00,7.5947766165017350e-01,2.2999983391853625e+00,7.0000381388266453e-01
C,1.6400000000000000e+02,4.2952922010320751e-07,4.2952922010320751e-07,-9.2685405550518851e-04,9.2685405550518851e-04,-3.1689954968756595e-01,-9.2685405550518851e-04,1.4676948992336543e+00,7.5947824887306248e-01,2.2999983390115188e+00,7.0000381415579371e-01
C,1.6500000000000000e+02,3.7134939177344396e-07,3.7134939177344396e-07,-8.6179973517452879e-04,8.6179973517452879e-04,-3.1687620278058048e-01,-8.6179973517452879e-04,1.4676957332230662e+00,7.5947879479666214e-01,2.2999983388498437e+00,7.0000381440977699e-01
C,1.6600000000000000e+02,3.2105032327544462e-07,3.2105032327544462e-07,-8.0131182853548921e-04,8.0131182853548921e-04,-3.1685449002432087e-01,-8.0131182853548921e-04,1.4676965086427749e+00,7.5947930233106498e-01,2.2999983386994876e+00,7.0000381464595507e-01
C,1.6700000000000000e+02,2.7756448066420491e-07,2.7756448066420491e-07,-7.4506976943666814e-04,7.4506976943666814e-04,-3.1683429732698443e-01,-7.4506976943666814e-04,1.4676972296084652e+00,7.5947977418058765e-01,2.2999983385596598e+00,7.0000381486557472e-01
C,1.6800000000000000e+02,2.3996894453863802e-07,2.3996894453863802e-07,-6.9277549687996043e-04,6.9277549687996043e-04,-3.1681551852242862e-01,-6.9277549687996043e-04,1.4676978999463084e+00,7.5948021285841405e-01,2.2999983384296248e+00,7.0000381506979581e-01
C,1.6900000000000000e+02,2.0746581923038893e-07,2.0746581923038893e-07,-6.4415187530642015e-04,6.4415187530642015e-04,-3.1679805482500711e-01,-6.4415187530642015e-04,1.4676985232133646e+00,7.5948062070018441e-01,2.2999983383086979e+00,7.0000381525969713e-01
C,1.7000000000000000e+02,1.7936529617693987e-07,1.7936529617693987e-07,-5.9894122612647038e-04,5.9894122612647038e-04,-3.1678181432130970e-01,-5.9894122612647038e-04,1.4676991027165427e+00,7.5948099987660855e-01,2.2999983381962426e+00,7.0000381543628176e-01
C,1.7100000000000000e+02,1.5507101115575185e-07,1.5507101115575185e-07,-5.5690396147944909e-04,5.5690396147944909e-04,-3.1676671149645230e-01,-5.5690396147944909e-04,1.4676996415302213e+00,7.5948135240517434e-01,2.2999983380916662e+00,7.0000381560048297e-01
C,1.7200000000000000e+02,1.3406738570973314e-07,1.3406738570973314e-07,-5.1781731471578496e-04,5.1781731471578496e-04,-3.1675266679163094e-01,-5.1781731471578496e-04,1.4677001425126246e+00,7.5948168016101647e-01,2.2999983379944173e+00,7.0000381575316850e-01
C,1.7300000000000000e+02,1.1590868286448370e-07,1.1590868286448370e-07,-4.8147415894206347e-04,4.8147415894206347e-04,-3.1673960619307273e-01,-4.8147415894206347e-04,1.4677006083210429e+00,7.5948198488700824e-01,2.2999983379039839e+00,7.0000381589514538e-01
C,1.7400000000000000e+02,1.0020954588726612e-07,1.0020954588726612e-07,-4.4768190914368233e-04,4.4768190914368233e-04,-3.1672746084749903e-01,-4.4768190914368233e-04,1.4677010414259781e+00,7.5948226820313147e-01,2.2999983378198885e+00,7.0000381602716422e-01
C,1.7500000000000000e+02,8.6636818682042640e-08,8.6636818682042640e-08,-4.1626150117934912e-04,4.1626150117934912e-04,-3.1671616670498892e-01,-4.1626150117934912e-04,1.4677014441242908e+00,7.5948253161517720e-01,2.2999983377416875e+00,7.0000381614992313e-01
C,1.7600000000000000e+02,7.4902474238457844e-08,7.4902474238457844e-08,-3.8704644227394169e-04,3.8704644227394169e-04,-3.1670566418586787e-01,-3.8704644227394169e-04,1.4677018185514206e+00,7.5948277652282625e-01,2.2999983376689683e+00,7.0000381626407127e-01
C,1.7700000000000000e+02,6.4757501175303719e-08,6.4757501175303719e-08,-3.5988192834679467e-04,3.5988192834679467e-04,-3.1669589786997854e-01,-3.5988192834679467e-04,1.4677021666927437e+00,7.5948300422715354e-01,2.2999983376013469e+00,7.0000381637021225e-01
C,1.7800000000000000e+02,5.5986618496397658e-08,5.5986618496397658e-08,-3.3462402333483965e-04,3.3462402333483965e-04,-3.1668681620811157e-01,-3.3462402333483965e-04,1.4677024903941307e+00,7.5948321593759827e-01,2.2999983375384665e+00,7.0000381646890752e-01
C,1.7900000000000000e+02,4.8403706323737971e-08,4.8403706323737971e-08,-3.1113889606970702e-04,3.1113889606970702e-04,-3.1667837125288756e-01,-3.1113889606970702e-04,1.4677027913717589e+00,7.5948341277843845e-01,2.2999983374799950e+00,7.0000381656067923e-01
C,1.8000000000000000e+02,4.1847855592662437e-08,4.1847855592662437e-08,-2.8930211057875965e-04,2.8930211057875965e-04,-3.1667051840784666e-01,-2.8930211057875965e-04,1.4677030712212342e+00,7.5948359579480540e-01,2.2999983374256234e+00,7.0000381664601286e-01
C,1.8100000000000000e+02,3.6179953020861123e-08,3.6179953020861123e-08,-2.6899796661261632e-04,2.6899796661261632e-04,-3.1666321619443494e-01,-2.6899796661261632e-04,1.4677033314260701e+00,7.5948376595827061e-01,2.2999983373750648e+00,7.0000381672535983e-01
C,1.8200000000000000e+02,3.1279728612041231e-08,3.1279728612041231e-08,-2.5011888618031719e-04,2.5011888618031719e-04,-3.1665642603471156e-01,-2.5011888618031719e-04,1.4677035733655683e+00,7.5948392417203681e-01,2.2999983373280517e+00,7.0000381679914014e-01
C,1.8300000000000000e+02,2.7043203126955493e-08,2.7043203126955493e-08,-2.3256484311673375e-04,2.3256484311673375e-04,-3.1665011204933258e-01,-2.3256484311673375e-04,1.4677037983221466e+00,7.5948407127576067e-01,2.2999983372843356e+00,7.0000381686774416e-01
C,1.8400000000000000e+02,2.3380481444567177e-08,2.3380481444567177e-08,-2.1624283315091475e-04,2.1624283315091475e-04,-3.1664424086916831e-01,-2.1624283315091475e-04,1.4677040074881480e+00,7.5948420805003369e-01,2.2999983372436854e+00,7.0000381693153491e-01
C,1.8500000000000000e+02,2.0213844697233829e-08,2.0213844697233829e-08,-2.0106638056738291e-04,2.0106638056738291e-04,-3.1663878146033220e-01,-2.0106638056738291e-04,1.4677042019721729e+00,7.5948433522054604e-01,2.2999983372058863e+00,7.0000381699084990e-01
C,1.8600000000000000e+02,1.7476100976250006e-08,1.7476100976250006e-08,-1.8695508003929717e-04,1.8695508003929717e-04,-3.1663370496115562e-01,-1.8695508003929717e-04,1.4677043828049645e+00,7.5948445346195537e-01,2.2999983371707384e+00,7.0000381704600323e-01
C,1.8700000000000000e+02,1.5109159382433388e-08,1.5109159382433388e-08,-1.7383417030281123e-04,1.7383417030281123e-04,-3.1662898453048705e-01,-1.7383417030281123e-04,1.4677045509448801e+00,7.5948456340148240e-01,2.2999983371380561e+00,7.0000381709728676e-01
C,1.8800000000000000e+02,1.3062797295447457e-08,1.3062797295447457e-08,-1.6163413807390725e-04,1.6163413807390725e-04,-3.1662459520673814e-01,-1.6163413807390725e-04,1.4677047072829774e+00,7.5948466562225181e-01,2.2999983371076662e+00,7.0000381714497195e-01
C,1.8900000000000000e+02,1.1293594569555578e-08,1.1293594569555578e-08,-1.5029034945435171e-04,1.5029034945435171e-04,-3.1662051377621125e-01,-1.5029034945435171e-04,1.4677048526477436e+00,7.5948476066639747e-01,2.2999983370794084e+00,7.0000381718931126e-01
C,1.9000000000000000e+02,9.7640121179183727e-09,9.7640121179183727e-09,-1.3974270727246108e-04,1.3974270727246108e-04,-3.1661671865137464e-01,-1.3974270727246108e-04,1.4677049878094910e+00,7.5948484903794833e-01,2.2999983370531329e+00,7.0000381723053939e-01
C,1.9100000000000000e+02,8.4415953728014218e-09,8.4415953728014218e-09,-1.2993533293759185e-04,1.2993533293759185e-04,-3.1661318975673147e-01,-1.2993533293759185e-04,1.4677051134844441e+00,7.5948493120551008e-01,2.2999983370287005e+00,7.0000381726887462e-01
C,1.9200000000000000e+02,7.2982855442709399e-09,7.2982855442709399e-09,-1.2081626996618411e-04,1.2081626996618411e-04,-3.1660990842357073e-01,-1.2081626996618411e-04,1.4677052303385389e+00,7.5948500760475812e-01,2.2999983370059822e+00,7.0000381730451999e-01
C,1.9300000000000000e+02,6.3098242481820441e-09,6.3098242481820441e-09,-1.1233720886849596e-04,1.1233720886849596e-04,-3.1660685729102411e-01,-1.1233720886849596e-04,1.4677053389909560e+00,7.5948507864075465e-01,2.2999983369848578e+00,7.0000381733766404e-01
