case,iteration,objective,objective_error,growth_residual,absolute_growth_residual,selected_growth,max_growth,q,shat,temperature_gradient,density_gradient
A,8.1900000000000000e+02,7.3143622627305813e-07,7.3143622627305813e-07,1.2094926426176045e-03,1.2094926426176045e-03,1.2094926426176045e-03,1.2094926426176045e-03,1.2606283251344574e+00,4.4807666545038016e-01,2.1000018293325398e+00,7.9999705607800287e-01
A,8.2000000000000000e+02,7.1957442294419867e-07,7.1957442294419867e-07,1.1996453000318041e-03,1.1996453000318041e-03,1.1996453000318041e-03,1.1996453000318041e-03,1.2606287810240173e+00,4.4807667061701500e-01,2.1000018294171805e+00,7.9999705592967507e-01
A,8.2100000000000000e+02,7.0790358773087447e-07,7.0790358773087447e-07,1.1898769581186741e-03,1.1898769581186741e-03,1.1898769581186741e-03,1.1898769581186741e-03,1.2606292332093871e+00,4.4807667575509097e-01,2.1000018295011338e+00,7.9999705578255031e-01
A,8.2200000000000000e+02,6.9642067973095837e-07,6.9642067973095837e-07,1.1801870019034766e-03,1.1801870019034766e-03,1.1801870019034766e-03,1.1801870019034766e-03,1.2606296817201619e+00,4.4807668086461871e-01,2.1000018295844050e+00,7.9999705563661905e-01
A,8.2300000000000000e+02,6.8512270597066196e-07,6.8512270597066196e-07,1.1705748211632283e-03,1.1705748211632283e-03,1.1705748211632283e-03,1.1705748211632283e-03,1.2606301265857083e+00,4.4807668594561223e-01,2.1000018296669998e+00,7.9999705549187172e-01
A,8.2400000000000000e+02,6.7400672007910806e-07,6.7400672007910806e-07,1.1610398098937935e-03,1.1610398098937935e-03,1.1610398098937935e-03,1.1610398098937935e-03,1.2606305678351659e+00,4.4807669099808894e-01,2.1000018297489236e+00,7.9999705534829901e-01
A,8.2500000000000000e+02,6.6306982192291244e-07,6.6306982192291244e-07,1.1515813665763375e-03,1.1515813665763375e-03,1.1515813665763375e-03,1.1515813665763375e-03,1.2606310054974497e+00,4.4807669602206956e-01,2.1000018298301817e+00,7.9999705520589148e-01
A,8.2600000000000000e+02,6.5230915687922989e-07,6.5230915687922989e-07,1.1421988941329175e-03,1.1421988941329175e-03,1.1421988941329175e-03,1.1421988941329175e-03,1.2606314396012508e+00,4.4807670101757802e-01,2.1000018299107794e+00,7.9999705506463981e-01
A,8.2700000000000000e+02,6.4172191506971231e-07,6.4172191506971231e-07,1.1328917998376653e-03,1.1328917998376653e-03,1.1328917998376653e-03,1.1328917998376653e-03,1.2606318701750385e+00,4.4807670598464133e-01,2.1000018299907222e+00,7.9999705492453488e-01
A,8.2800000000000000e+02,6.3130533065788737e-07,6.3130533065788737e-07,1.1236594952723777e-03,1.1236594952723777e-03,1.1236594952723777e-03,1.1236594952723777e-03,1.2606322972470621e+00,4.4807671092328960e-01,2.1000018300700152e+00,7.9999705478556749e-01
A,8.2900000000000000e+02,6.2105668125637205e-07,6.2105668125637205e-07,1.1145013963709260e-03,1.1145013963709260e-03,1.1145013963709260e-03,1.1145013963709260e-03,1.2606327208453516e+00,4.4807671583355585e-01,2.1000018301486634e+00,7.9999705464772852e-01
A,8.3000000000000000e+02,6.1097328724175594e-07,6.1097328724175594e-07,1.1054169233748468e-03,1.1054169233748468e-03,1.1054169233748468e-03,1.1054169233748468e-03,1.2606331409977203e+00,4.4807672071547605e-01,2.1000018302266721e+00,7.9999705451100900e-01
A,8.3100000000000000e+02,6.0105251108011529e-07,6.0105251108011529e-07,1.0964055007889328e-03,1.0964055007889328e-03,1.0964055007889328e-03,1.0964055007889328e-03,1.2606335577317660e+00,4.4807672556908901e-01,2.1000018303040466e+00,7.9999705437540003e-01
A,8.3200000000000000e+02,5.9129175656641634e-07,5.9129175656641634e-07,1.0874665572480069e-03,1.0874665572480069e-03,1.0874665572480069e-03,1.0874665572480069e-03,1.2606339710748722e+00,4.4807673039443630e-01,2.1000018303807919e+00,7.9999705424089274e-01
A,8.3300000000000000e+02,5.8168846846216094e-07,5.8168846846216094e-07,1.0785995257389658e-03,1.0785995257389658e-03,1.0785995257389658e-03,1.0785995257389658e-03,1.2606343810542100e+00,4.4807673519156210e-01,2.1000018304569128e+00,7.9999705410747823e-01
A,8.3400000000000000e+02,5.7224013155893988e-07,5.7224013155893988e-07,1.0698038432899182e-03,1.0698038432899182e-03,1.0698038432899182e-03,1.0698038432899182e-03,1.2606347876967396e+00,4.4807673996051334e-01,2.1000018305324142e+00,7.9999705397514786e-01
A,8.3500000000000000e+02,5.6294427037872189e-07,5.6294427037872189e-07,1.0610789512366381e-03,1.0610789512366381e-03,1.0610789512366381e-03,1.0610789512366381e-03,1.2606351910292122e+00,4.4807674470133935e-01,2.1000018306073014e+00,7.9999705384389297e-01
A,8.3600000000000000e+02,5.5379844826019696e-07,5.5379844826019696e-07,1.0524242949117024e-03,1.0524242949117024e-03,1.0524242949117024e-03,1.0524242949117024e-03,1.2606355910781704e+00,4.4807674941409203e-01,2.1000018306815793e+00,7.9999705371370500e-01
A,8.3700000000000000e+02,5.4480026693236153e-07,5.4480026693236153e-07,1.0438393237777177e-03,1.0438393237777177e-03,1.0438393237777177e-03,1.0438393237777177e-03,1.2606359878699507e+00,4.4807675409882575e-01,2.1000018307552528e+00,7.9999705358457529e-01
A,8.3800000000000000e+02,5.3594736604258332e-07,5.3594736604258332e-07,1.0353234915161380e-03,1.0353234915161380e-03,1.0353234915161380e-03,1.0353234915161380e-03,1.2606363814306849e+00,4.4807675875559710e-01,2.1000018308283264e+00,7.9999705345649552e-01
A,8.3900000000000000e+02,5.2723742214026169e-07,5.2723742214026169e-07,1.0268762555831756e-03,1.0268762555831756e-03,1.0268762555831756e-03,1.0268762555831756e-03,1.2606367717863014e+00,4.4807676338446506e-01,2.1000018309008053e+00,7.9999705332945725e-01
A,8.4000000000000000e+02,5.1866814863998779e-07,5.1866814863998779e-07,1.0184970776982993e-03,1.0184970776982993e-03,1.0184970776982993e-03,1.0184970776982993e-03,1.2606371589625267e+00,4.4807676798549084e-01,2.1000018309726940e+00,7.9999705320345205e-01
A,8.4100000000000000e+02,5.1023729491478761e-07,5.1023729491478761e-07,1.0101854234889629e-03,1.0101854234889629e-03,1.0101854234889629e-03,1.0101854234889629e-03,1.2606375429848866e+00,4.4807677255873779e-01,2.1000018310439974e+00,7.9999705307847180e-01
A,8.4200000000000000e+02,5.0194264577012767e-07,5.0194264577012767e-07,1.0019407624906052e-03,1.0019407624906052e-03,1.0019407624906052e-03,1.0019407624906052e-03,1.2606379238787082e+00,4.4807677710427135e-01,2.1000018311147204e+00,7.9999705295450818e-01
A,8.4300000000000000e+02,4.9378202110124028e-07,4.9378202110124028e-07,9.9376256832428567e-04,9.9376256832428567e-04,9.9376256832428567e-04,9.9376256832428567e-04,1.2606383016691209e+00,4.4807678162215903e-01,2.1000018311848674e+00,7.9999705283155309e-01
A,8.4400000000000000e+02,4.8575327519835139e-07,4.8575327519835139e-07,9.8565031851904905e-04,9.8565031851904905e-04,9.8565031851904905e-04,9.8565031851904905e-04,1.2606386763810584e+00,4.4807678611247037e-01,2.1000018312544428e+00,7.9999705270959842e-01
A,8.4500000000000000e+02,4.7785429589364911e-07,4.7785429589364911e-07,9.7760349415665360e-04,9.7760349415665360e-04,9.7760349415665360e-04,9.7760349415665360e-04,1.2606390480392593e+00,4.4807679057527683e-01,2.1000018313234516e+00,7.9999705258863618e-01
A,8.4600000000000000e+02,4.7008300489445803e-07,4.7008300489445803e-07,9.6962158071534077e-04,9.6962158071534077e-04,9.6962158071534077e-04,9.6962158071534077e-04,1.2606394166682693e+00,4.4807679501065167e-01,2.1000018313918982e+00,7.9999705246865849e-01
A,8.4700000000000000e+02,4.6243735637416208e-07,4.6243735637416208e-07,9.6170406713724788e-04,9.6170406713724788e-04,9.6170406713724788e-04,9.6170406713724788e-04,1.2606397822924422e+00,4.4807679941867018e-01,2.1000018314597870e+00,7.9999705234965734e-01
A,8.4800000000000000e+02,4.5491533705419949e-07,4.5491533705419949e-07,9.5385044640572403e-04,9.5385044640572403e-04,9.5385044640572403e-04,9.5385044640572403e-04,1.2606401449359417e+00,4.4807680379940923e-01,2.1000018315271225e+00,7.9999705223162498e-01
A,8.4900000000000000e+02,4.4751496525668960e-07,4.4751496525668960e-07,9.4606021505683202e-04,9.4606021505683202e-04,9.4606021505683202e-04,9.4606021505683202e-04,1.2606405046227420e+00,4.4807680815294748e-01,2.1000018315939091e+00,7.9999705211455363e-01
A,8.5000000000000000e+02,4.4023429090287933e-07,4.4023429090287933e-07,9.3833287366784646e-04,9.3833287366784646e-04,9.3833287366784646e-04,9.3833287366784646e-04,1.2606408613766302e+00,4.4807681247936532e-01,2.1000018316601516e+00,7.9999705199843552e-01
A,8.5100000000000000e+02,4.3307139454442982e-07,4.3307139454442982e-07,9.3066792632434669e-04,9.3066792632434669e-04,9.3066792632434669e-04,9.3066792632434669e-04,1.2606412152212070e+00,4.4807681677874472e-01,2.1000018317258542e+00,7.9999705188326298e-01
A,8.5200000000000000e+02,4.2602438724514614e-07,4.2602438724514614e-07,9.2306488097548822e-04,9.2306488097548822e-04,9.2306488097548822e-04,9.2306488097548822e-04,1.2606415661798882e+00,4.4807682105116925e-01,2.1000018317910212e+00,7.9999705176902858e-01
A,8.5300000000000000e+02,4.1909140992381051e-07,4.1909140992381051e-07,9.1552324921195805e-04,9.1552324921195805e-04,9.1552324921195805e-04,9.1552324921195805e-04,1.2606419142759064e+00,4.4807682529672394e-01,2.1000018318556566e+00,7.9999705165572466e-01
A,8.5400000000000000e+02,4.1227063291459742e-07,4.1227063291459742e-07,9.0804254626597469e-04,9.0804254626597469e-04,9.0804254626597469e-04,9.0804254626597469e-04,1.2606422595323119e+00,4.4807682951549538e-01,2.1000018319197649e+00,7.9999705154334377e-01
A,8.5500000000000000e+02,4.0556025557320642e-07,4.0556025557320642e-07,9.0062229105569713e-04,9.0062229105569713e-04,9.0062229105569713e-04,9.0062229105569713e-04,1.2606426019719743e+00,4.4807683370757151e-01,2.1000018319833504e+00,7.9999705143187849e-01
A,8.5600000000000000e+02,3.9895850576768867e-07,3.9895850576768867e-07,8.9326200609640694e-04,8.9326200609640694e-04,8.9326200609640694e-04,8.9326200609640694e-04,1.2606429416175837e+00,4.4807683787304176e-01,2.1000018320464173e+00,7.9999705132132148e-01
A,8.5700000000000000e+02,3.9246363941814689e-07,3.9246363941814689e-07,8.8596121745609935e-04,8.8596121745609935e-04,8.8596121745609935e-04,8.8596121745609935e-04,1.2606432784916524e+00,4.4807684201199682e-01,2.1000018321089700e+00,7.9999705121166542e-01
A,8.5800000000000000e+02,3.8607394027800184e-07,3.8607394027800184e-07,8.7871945497752790e-04,8.7871945497752790e-04,8.7871945497752790e-04,8.7871945497752790e-04,1.2606436126165153e+00,4.4807684612452875e-01,2.1000018321710123e+00,7.9999705110290309e-01
A,8.5900000000000000e+02,3.7978771901441716e-07,3.7978771901441716e-07,8.7153625170088844e-04,8.7153625170088844e-04,8.7153625170088844e-04,8.7153625170088844e-04,1.2606439440143327e+00,4.4807685021073085e-01,2.1000018322325484e+00,7.9999705099502738e-01
A,8.6000000000000000e+02,3.7360331331701644e-07,3.7360331331701644e-07,8.6441114444113509e-04,8.6441114444113509e-04,8.6441114444113509e-04,8.6441114444113509e-04,1.2606442727070901e+00,4.4807685427069760e-01,2.1000018322935823e+00,7.9999705088803108e-01
A,8.6100000000000000e+02,3.6751908726369313e-07,3.6751908726369313e-07,8.5734367352152674e-04,8.5734367352152674e-04,8.5734367352152674e-04,8.5734367352152674e-04,1.2606445987166004e+00,4.4807685830452465e-01,2.1000018323541183e+00,7.9999705078190708e-01
A,8.6200000000000000e+02,3.6153343074080791e-07,3.6153343074080791e-07,8.5033338255158242e-04,8.5033338255158242e-04,8.5033338255158242e-04,8.5033338255158242e-04,1.2606449220645051e+00,4.4807686231230887e-01,2.1000018324141601e+00,7.9999705067664839e-01
A,8.6300000000000000e+02,3.5564475936467704e-07,3.5564475936467704e-07,8.4337981878235269e-04,8.4337981878235269e-04,8.4337981878235269e-04,8.4337981878235269e-04,1.2606452427722750e+00,4.4807686629414811e-01,2.1000018324737120e+00,7.9999705057224813e-01
A,8.6400000000000000e+02,3.4985151387318250e-07,3.4985151387318250e-07,8.3648253283996610e-04,8.3648253283996610e-04,8.3648253283996610e-04,8.3648253283996610e-04,1.2606455608612124e+00,4.4807687025014137e-01,2.1000018325327776e+00,7.9999705046869929e-01
A,8.6500000000000000e+02,3.4415215971766938e-07,3.4415215971766938e-07,8.2964107868122028e-04,8.2964107868122028e-04,8.2964107868122028e-04,8.2964107868122028e-04,1.2606458763524513e+00,4.4807687418038866e-01,2.1000018325913610e+00,7.9999705036599500e-01
A,8.6600000000000000e+02,3.3854518680767326e-07,3.3854518680767326e-07,8.2285501372680869e-04,8.2285501372680869e-04,8.2285501372680869e-04,8.2285501372680869e-04,1.2606461892669596e+00,4.4807687808499091e-01,2.1000018326494660e+00,7.9999705026412860e-01
A,8.6700000000000000e+02,3.3302910896508563e-07,3.3302910896508563e-07,8.1612389863927604e-04,8.1612389863927604e-04,8.1612389863927604e-04,8.1612389863927604e-04,1.2606464996255400e+00,4.4807688196405004e-01,2.1000018327070968e+00,7.9999705016309319e-01
A,8.6800000000000000e+02,3.2760246382339611e-07,3.2760246382339611e-07,8.0944729763388068e-04,8.0944729763388068e-04,8.0944729763388068e-04,8.0944729763388068e-04,1.2606468074488308e+00,4.4807688581766886e-01,2.1000018327642569e+00,7.9999705006288213e-01
A,8.6900000000000000e+02,3.2226381211307650e-07,3.2226381211307650e-07,8.0282477803450547e-04,8.0282477803450547e-04,8.0282477803450547e-04,8.0282477803450547e-04,1.2606471127573080e+00,4.4807688964595105e-01,2.1000018328209502e+00,7.9999704996348886e-01
A,8.7000000000000000e+02,3.1701173749966993e-07,3.1701173749966993e-07,7.9625591049570232e-04,7.9625591049570232e-04,7.9625591049570232e-04,7.9625591049570232e-04,1.2606474155712855e+00,4.4807689344900120e-01,2.1000018328771803e+00,7.9999704986490661e-01
A,8.7100000000000000e+02,3.1184484624222233e-07,3.1184484624222233e-07,7.8974026900269223e-04,7.8974026900269223e-04,7.8974026900269223e-04,7.8974026900269223e-04,1.2606477159109173e+00,4.4807689722692462e-01,2.1000018329329513e+00,7.9999704976712904e-01
A,8.7200000000000000e+02,3.0676176675186967e-07,3.0676176675186967e-07,7.8327743073813849e-04,7.8327743073813849e-04,7.8327743073813849e-04,7.8327743073813849e-04,1.2606480137961982e+00,4.4807690097982744e-01,2.1000018329882666e+00,7.9999704967014951e-01
A,8.7300000000000000e+02,3.0176114933250899e-07,3.0176114933250899e-07,7.7686697617096456e-04,7.7686697617096456e-04,7.7686697617096456e-04,7.7686697617096456e-04,1.2606483092469647e+00,4.4807690470781653e-01,2.1000018330431298e+00,7.9999704957396167e-01
A,8.7400000000000000e+02,2.9684166561443067e-07,2.9684166561443067e-07,7.7050848874549160e-04,7.7050848874549160e-04,7.7050848874549160e-04,7.7050848874549160e-04,1.2606486022828969e+00,4.4807690841099945e-01,2.1000018330975450e+00,7.9999704947855910e-01
A,8.7500000000000000e+02,2.9200200864885249e-07,2.9200200864885249e-07,7.6420155541434553e-04,7.6420155541434553e-04,7.6420155541434553e-04,7.6420155541434553e-04,1.2606488929235193e+00,4.4807691208948441e-01,2.1000018331515156e+00,7.9999704938393545e-01
A,8.7600000000000000e+02,2.8724089217866453e-07,2.8724089217866453e-07,7.5794576610554998e-04,7.5794576610554998e-04,7.5794576610554998e-04,7.5794576610554998e-04,1.2606491811882019e+00,4.4807691574338038e-01,2.1000018332050447e+00,7.9999704929008453e-01
A,8.7700000000000000e+02,2.8255705040079461e-07,2.8255705040079461e-07,7.5174071381134411e-04,7.5174071381134411e-04,7.5174071381134411e-04,7.5174071381134411e-04,1.2606494670961614e+00,4.4807691937279687e-01,2.1000018332581365e+00,7.9999704919699999e-01
A,8.7800000000000000e+02,2.7794923782857812e-07,2.7794923782857812e-07,7.4558599481022725e-04,7.4558599481022725e-04,7.4558599481022725e-04,7.4558599481022725e-04,1.2606497506664627e+00,4.4807692297784396e-01,2.1000018333107944e+00,7.9999704910467573e-01
A,8.7900000000000000e+02,2.7341622875589628e-07,2.7341622875589628e-07,7.3948120835609643e-04,7.3948120835609643e-04,7.3948120835609643e-04,7.3948120835609643e-04,1.2606500319180194e+00,4.4807692655863235e-01,2.1000018333630219e+00,7.9999704901310553e-01
A,8.8000000000000000e+02,2.6895681699727111e-07,2.6895681699727111e-07,7.3342595672265531e-04,7.3342595672265531e-04,7.3342595672265531e-04,7.3342595672265531e-04,1.2606503108695954e+00,4.4807693011527322e-01,2.1000018334148223e+00,7.9999704892228340e-01
A,8.8100000000000000e+02,2.6456981569479133e-07,2.6456981569479133e-07,7.2741984533664095e-04,7.2741984533664095e-04,7.2741984533664095e-04,7.2741984533664095e-04,1.2606505875398062e+00,4.4807693364787832e-01,2.1000018334661994e+00,7.9999704883220324e-01
A,8.8200000000000000e+02,2.6025405699593145e-07,2.6025405699593145e-07,7.2146248273341484e-04,7.2146248273341484e-04,7.2146248273341484e-04,7.2146248273341484e-04,1.2606508619471195e+00,4.4807693715655983e-01,2.1000018335171564e+00,7.9999704874285904e-01
A,8.8300000000000000e+02,2.5600839148259937e-07,2.5600839148259937e-07,7.1555348015728271e-04,7.1555348015728271e-04,7.1555348015728271e-04,7.1555348015728271e-04,1.2606511341098567e+00,4.4807694064143039e-01,2.1000018335676969e+00,7.9999704865424492e-01
A,8.8400000000000000e+02,2.5183168824836550e-07,2.5183168824836550e-07,7.0969245204999254e-04,7.0969245204999254e-04,7.0969245204999254e-04,7.0969245204999254e-04,1.2606514040461940e+00,4.4807694410260307e-01,2.1000018336178239e+00,7.9999704856635490e-01
A,8.8500000000000000e+02,2.4772283449324116e-07,2.4772283449324116e-07,7.0387901587309898e-04,7.0387901587309898e-04,7.0387901587309898e-04,7.0387901587309898e-04,1.2606516717741634e+00,4.4807694754019139e-01,2.1000018336675410e+00,7.9999704847918318e-01
A,8.8600000000000000e+02,2.4368073506637354e-07,2.4368073506637354e-07,6.9811279184150976e-04,6.9811279184150976e-04,6.9811279184150976e-04,6.9811279184150976e-04,1.2606519373116534e+00,4.4807695095430922e-01,2.1000018337168513e+00,7.9999704839272390e-01
A,8.8700000000000000e+02,2.3970431239047290e-07,2.3970431239047290e-07,6.9239340318993925e-04,6.9239340318993925e-04,6.9239340318993925e-04,6.9239340318993925e-04,1.2606522006764107e+00,4.4807695434507072e-01,2.1000018337657584e+00,7.9999704830697138e-01
A,8.8800000000000000e+02,2.3579250610608350e-07,2.3579250610608350e-07,6.8672047603968167e-04,6.8672047603968167e-04,6.8672047603968167e-04,6.8672047603968167e-04,1.2606524618860415e+00,4.4807695771259054e-01,2.1000018338142654e+00,7.9999704822191986e-01
A,8.8900000000000000e+02,2.3194427284486929e-07,2.3194427284486929e-07,6.8109363944302004e-04,6.8109363944302004e-04,6.8109363944302004e-04,6.8109363944302004e-04,1.2606527209580116e+00,4.4807696105698347e-01,2.1000018338623754e+00,7.9999704813756367e-01
A,8.9000000000000000e+02,2.2815858585481676e-07,2.2815858585481676e-07,6.7551252520559046e-04,6.7551252520559046e-04,6.7551252520559046e-04,6.7551252520559046e-04,1.2606529779096480e+00,4.4807696437836464e-01,2.1000018339100919e+00,7.9999704805389715e-01
A,8.9100000000000000e+02,2.2443443484300043e-07,2.2443443484300043e-07,6.6997676801960893e-04,6.6997676801960893e-04,6.6997676801960893e-04,6.6997676801960893e-04,1.2606532327581403e+00,4.4807696767684951e-01,2.1000018339574180e+00,7.9999704797091487e-01
A,8.9200000000000000e+02,2.2077082569915686e-07,2.2077082569915686e-07,6.6448600541946234e-04,6.6448600541946234e-04,6.6448600541946234e-04,6.6448600541946234e-04,1.2606534855205414e+00,4.4807697095255372e-01,2.1000018340043565e+00,7.9999704788861115e-01
A,8.9300000000000000e+02,2.1716678019473020e-07,2.1716678019473020e-07,6.5903987769289074e-04,6.5903987769289074e-04,6.5903987769289074e-04,6.5903987769289074e-04,1.2606537362137682e+00,4.4807697420559317e-01,2.1000018340509108e+00,7.9999704780698055e-01
A,8.9400000000000000e+02,2.1362133580412785e-07,2.1362133580412785e-07,6.5363802796980508e-04,6.5363802796980508e-04,6.5363802796980508e-04,6.5363802796980508e-04,1.2606539848546034e+00,4.4807697743608393e-01,2.1000018340970841e+00,7.9999704772601754e-01
A,8.9500000000000000e+02,2.1013354535351194e-07,2.1013354535351194e-07,6.4828010204465158e-04,6.4828010204465158e-04,6.4828010204465158e-04,6.4828010204465158e-04,1.2606542314596958e+00,4.4807698064414225e-01,2.1000018341428794e+00,7.9999704764571677e-01
A,8.9600000000000000e+02,2.0670247690683326e-07,2.0670247690683326e-07,6.4296574855404742e-04,6.4296574855404742e-04,6.4296574855404742e-04,6.4296574855404742e-04,1.2606544760455618e+00,4.4807698382988459e-01,2.1000018341883000e+00,7.9999704756607293e-01
A,8.9700000000000000e+02,2.0332721342269343e-07,2.0332721342269343e-07,6.3769461879914502e-04,6.3769461879914502e-04,6.3769461879914502e-04,6.3769461879914502e-04,1.2606547186285864e+00,4.4807698699342746e-01,2.1000018342333489e+00,7.9999704748708067e-01
A,8.9800000000000000e+02,2.0000685250412303e-07,2.0000685250412303e-07,6.3246636670122314e-04,6.3246636670122314e-04,6.3246636670122314e-04,6.3246636670122314e-04,1.2606549592250236e+00,4.4807699013488761e-01,2.1000018342780287e+00,7.9999704740873467e-01
A,8.9900000000000000e+02,1.9674050631981691e-07,1.9674050631981691e-07,6.2728064902373148e-04,6.2728064902373148e-04,6.2728064902373148e-04,6.2728064902373148e-04,1.2606551978509983e+00,4.4807699325438183e-01,2.1000018343223430e+00,7.9999704733102972e-01
A,9.0000000000000000e+02,1.9352730118984961e-07,1.9352730118984961e-07,6.2213712506142826e-04,6.2213712506142826e-04,6.2213712506142826e-04,6.2213712506142826e-04,1.2606554345225067e+00,4.4807699635202702e-01,2.1000018343662945e+00,7.9999704725396059e-01
A,9.0100000000000000e+02,1.9036637751271065e-07,1.9036637751271065e-07,6.1703545686242478e-04,6.1703545686242478e-04,6.1703545686242478e-04,6.1703545686242478e-04,1.2606556692554176e+00,4.4807699942794010e-01,2.1000018344098859e+00,7.9999704717752218e-01
A,9.0200000000000000e+02,1.8725688938940361e-07,1.8725688938940361e-07,6.1197530896173191e-04,6.1197530896173191e-04,6.1197530896173191e-04,6.1197530896173191e-04,1.2606559020654731e+00,4.4807700248223814e-01,2.1000018344531202e+00,7.9999704710170938e-01
A,9.0300000000000000e+02,1.8419800452797391e-07,1.8419800452797391e-07,6.0695634855889580e-04,6.0695634855889580e-04,6.0695634855889580e-04,6.0695634855889580e-04,1.2606561329682895e+00,4.4807700551503821e-01,2.1000018344960005e+00,7.9999704702651708e-01
A,9.0400000000000000e+02,1.8118890403846344e-07,1.8118890403846344e-07,6.0197824551799783e-04,6.0197824551799783e-04,6.0197824551799783e-04,6.0197824551799783e-04,1.2606563619793589e+00,4.4807700852645732e-01,2.1000018345385296e+00,7.9999704695194029e-01
A,9.0500000000000000e+02,1.7822878207152699e-07,1.7822878207152699e-07,5.9704067210120115e-04,5.9704067210120115e-04,5.9704067210120115e-04,5.9704067210120115e-04,1.2606565891140495e+00,4.4807701151661261e-01,2.1000018345807105e+00,7.9999704687797402e-01
A,9.0600000000000000e+02,1.7531684580944591e-07,1.7531684580944591e-07,5.9214330327961306e-04,5.9214330327961306e-04,5.9214330327961306e-04,5.9214330327961306e-04,1.2606568143876067e+00,4.4807701448562109e-01,2.1000018346225455e+00,7.9999704680461325e-01
A,9.0700000000000000e+02,1.7245231511155646e-07,1.7245231511155646e-07,5.8728581646683153e-04,5.8728581646683153e-04,5.8728581646683153e-04,5.8728581646683153e-04,1.2606570378151543e+00,4.4807701743359984e-01,2.1000018346640381e+00,7.9999704673185312e-01
A,9.0800000000000000e+02,1.6963442237699638e-07,1.6963442237699638e-07,5.8246789160776302e-04,5.8246789160776302e-04,5.8246789160776302e-04,5.8246789160776302e-04,1.2606572594116949e+00,4.4807702036066588e-01,2.1000018347051905e+00,7.9999704665968874e-01
A,9.0900000000000000e+02,1.6686241233043498e-07,1.6686241233043498e-07,5.7768921113421356e-04,5.7768921113421356e-04,5.7768921113421356e-04,5.7768921113421356e-04,1.2606574791921117e+00,4.4807702326693616e-01,2.1000018347460059e+00,7.9999704658811532e-01
A,9.1000000000000000e+02,1.6413554181158479e-07,1.6413554181158479e-07,5.7294945992047985e-04,5.7294945992047985e-04,5.7294945992047985e-04,5.7294945992047985e-04,1.2606576971711685e+00,4.4807702615252759e-01,2.1000018347864868e+00,7.9999704651712800e-01
A,9.1100000000000000e+02,1.6145307964413614e-07,1.6145307964413614e-07,5.6824832537216707e-04,5.6824832537216707e-04,5.6824832537216707e-04,5.6824832537216707e-04,1.2606579133635114e+00,4.4807702901755692e-01,2.1000018348266360e+00,7.9999704644672209e-01
A,9.1200000000000000e+02,1.5881430635444949e-07,1.5881430635444949e-07,5.6358549724855322e-04,5.6358549724855322e-04,5.6358549724855322e-04,5.6358549724855322e-04,1.2606581277836690e+00,4.4807703186214087e-01,2.1000018348664562e+00,7.9999704637689284e-01
A,9.1300000000000000e+02,1.5621851404654937e-07,1.5621851404654937e-07,5.5896066775140696e-04,5.5896066775140696e-04,5.5896066775140696e-04,5.5896066775140696e-04,1.2606583404460541e+00,4.4807703468639609e-01,2.1000018349059499e+00,7.9999704630763557e-01
A,9.1400000000000000e+02,1.5366500625236234e-07,1.5366500625236234e-07,5.5437353156939650e-04,5.5437353156939650e-04,5.5437353156939650e-04,5.5437353156939650e-04,1.2606585513649635e+00,4.4807703749043903e-01,2.1000018349451199e+00,7.9999704623894563e-01
A,9.1500000000000000e+02,1.5115309763657230e-07,1.5115309763657230e-07,5.4982378565604506e-04,5.4982378565604506e-04,5.4982378565604506e-04,5.4982378565604506e-04,1.2606587605545800e+00,4.4807704027438600e-01,2.1000018349839689e+00,7.9999704617081835e-01
A,9.1600000000000000e+02,1.4868211395198548e-07,1.4868211395198548e-07,5.4531112945177540e-04,5.4531112945177540e-04,5.4531112945177540e-04,5.4531112945177540e-04,1.2606589680289728e+00,4.4807704303835322e-01,2.1000018350224994e+00,7.9999704610324929e-01
A,9.1700000000000000e+02,1.4625139175093493e-07,1.4625139175093493e-07,5.4083526466186527e-04,5.4083526466186527e-04,5.4083526466186527e-04,5.4083526466186527e-04,1.2606591738020985e+00,4.4807704578245677e-01,2.1000018350607141e+00,7.9999704603623378e-01
A,9.1800000000000000e+02,1.4386027820016206e-07,1.4386027820016206e-07,5.3639589521203845e-04,5.3639589521203845e-04,5.3639589521203845e-04,5.3639589521203845e-04,1.2606593778878015e+00,4.4807704850681251e-01,2.1000018350986154e+00,7.9999704596976740e-01
A,9.1900000000000000e+02,1.4150813111163153e-07,1.4150813111163153e-07,5.3199272760373617e-04,5.3199272760373617e-04,5.3199272760373617e-04,5.3199272760373617e-04,1.2606595802998157e+00,4.4807705121153613e-01,2.1000018351362058e+00,7.9999704590384568e-01
A,9.2000000000000000e+02,1.3919431859122168e-07,1.3919431859122168e-07,5.2762547055884568e-04,5.2762547055884568e-04,5.2762547055884568e-04,5.2762547055884568e-04,1.2606597810517648e+00,4.4807705389674307e-01,2.1000018351734879e+00,7.9999704583846420e-01
A,9.2100000000000000e+02,1.3691821879185699e-07,1.3691821879185699e-07,5.2329383484206460e-04,5.2329383484206460e-04,5.2329383484206460e-04,5.2329383484206460e-04,1.2606599801571630e+00,4.4807705656254870e-01,2.1000018352104646e+00,7.9999704577361863e-01
A,9.2200000000000000e+02,1.3467922004202743e-07,1.3467922004202743e-07,5.1899753379380797e-04,5.1899753379380797e-04,5.1899753379380797e-04,5.1899753379380797e-04,1.2606601776294164e+00,4.4807705920906810e-01,2.1000018352471379e+00,7.9999704570930452e-01
